LoanID,CustomerID,Amount,InterestRate,LoanDate,TermMonths
69720,178080,30547.27,17.39,2022-06-18,60
69721,187132,31573.47,16.17,2020-03-08,24
69722,196469,18279.3,17.63,2020-04-25,36
69723,101829,13937.34,13.16,2024-12-18,24
69724,181874,11533.66,14.99,2023-11-04,12
69725,136507,4773.79,7.09,2022-05-26,48
69726,106276,17505.78,14.39,2020-12-04,24
69727,152116,4820.68,11.35,2023-11-30,6
69728,122000,22264.45,15.07,2024-12-05,24
69729,140531,11088.16,10.31,2020-09-22,12
69730,180773,37946.08,14.13,2022-08-09,24
69731,116284,18873.52,8.0,2024-05-07,12
69732,160268,28505.19,11.43,2022-02-09,36
69733,102919,38999.26,6.47,2022-02-10,36
69734,111196,17054.58,18.97,2024-10-04,60
69735,150722,15210.15,11.24,2024-10-18,6
69736,126872,6105.67,14.48,2022-04-10,60
69737,130538,1931.62,5.6,2021-06-24,60
69738,171292,27797.19,12.91,2023-06-05,24
69739,106707,28697.58,17.07,2023-10-21,24
69740,192448,19746.78,8.22,2021-05-03,48
69741,192568,16707.55,9.57,2024-10-21,24
69742,188796,48656.71,5.32,2024-08-07,36
69743,178132,4608.38,14.27,2024-08-14,24
69744,190172,10507.15,6.32,2024-09-26,6
69745,119959,37983.56,11.72,2023-04-02,36
69746,151980,11368.16,9.71,2020-06-23,60
69747,118958,35876.33,17.68,2020-09-09,36
69748,168918,46960.13,7.39,2022-08-13,12
69749,169300,36462.09,17.71,2021-03-20,6
69750,143207,40404.88,17.76,2024-08-01,6
69751,115150,39601.28,11.57,2021-02-24,6
69752,103424,20787.0,18.67,2021-11-27,6
69753,150250,8744.05,19.76,2024-05-16,48
69754,114271,11184.9,8.79,2022-06-18,36
69755,176531,46772.64,5.1,2022-03-19,36
69756,113582,4928.01,9.15,2020-11-17,60
69757,178868,19367.22,9.08,2024-11-29,36
69758,144067,31643.84,17.79,2021-06-13,48
69759,165733,9526.6,7.45,2024-11-13,6
69760,168224,7767.52,8.5,2023-11-05,48
69761,107098,31313.16,5.7,2022-07-15,6
69762,122513,43743.33,12.04,2021-09-04,48
69763,109062,46087.45,18.33,2021-08-12,60
69764,166045,34547.55,9.04,2024-05-06,6
69765,177761,36042.44,8.49,2024-09-04,24
69766,192568,46976.13,6.49,2021-12-19,24
69767,194503,20049.94,14.74,2021-10-18,48
69768,156249,48754.31,6.84,2024-04-05,36
69769,183808,15962.29,9.48,2022-09-24,60
69770,131346,18808.73,11.71,2022-07-29,60
69771,165381,38261.39,5.61,2021-03-05,60
69772,137439,36028.17,8.17,2022-11-08,36
69773,105010,19151.91,17.67,2020-09-12,48
69774,100984,3348.58,18.78,2022-02-26,36
69775,133563,32084.9,8.79,2023-08-17,24
69776,166383,30544.15,11.5,2023-09-02,6
69777,187637,44299.45,15.16,2023-06-29,60
69778,119377,15642.71,9.16,2020-05-25,60
69779,107627,45683.24,8.35,2021-04-26,12
69780,137225,29067.6,10.23,2021-12-07,48
69781,137339,11617.47,12.51,2020-07-17,12
69782,112591,20239.53,10.02,2023-10-19,24
69783,126808,10859.71,14.0,2020-11-11,6
69784,192424,23591.76,9.99,2020-07-31,6
69785,109629,24159.03,11.02,2024-04-02,24
69786,157745,39844.98,14.15,2020-05-14,60
69787,192332,37400.49,9.94,2023-10-13,12
69788,119538,29514.69,12.55,2023-08-15,24
69789,162785,27796.98,16.41,2024-05-11,48
69790,125482,34809.96,5.18,2020-06-13,24
69791,186361,8259.5,18.75,2022-07-25,6
69792,101095,29708.89,19.12,2022-04-06,12
69793,144482,45607.14,10.12,2021-05-21,24
69794,134574,15985.12,16.6,2022-04-11,48
69795,147911,2152.83,14.77,2020-12-18,24
69796,150828,1219.46,9.4,2023-03-26,6
69797,173935,2596.19,19.7,2020-06-27,6
69798,175093,37567.89,16.07,2024-11-24,60
69799,162496,43417.63,5.54,2024-05-18,12
69800,105501,1178.4,6.53,2021-08-25,60
69801,129660,34992.15,6.85,2024-04-26,48
69802,143885,15781.04,13.31,2023-01-11,60
69803,145217,20121.26,8.21,2020-09-25,36
69804,110255,46208.49,8.7,2024-12-18,6
69805,156333,34664.23,5.72,2020-05-31,12
69806,124821,27222.35,15.49,2020-12-18,36
69807,162509,24857.47,10.84,2021-02-17,6
69808,189988,28492.63,8.32,2023-10-01,6
69809,151754,12419.65,14.18,2023-09-24,48
69810,181297,34526.25,7.16,2023-10-12,24
69811,121551,6832.19,14.68,2022-08-19,12
69812,114015,39998.5,7.34,2021-10-09,12
69813,185401,13086.25,12.53,2024-03-13,12
69814,183397,1000.11,16.41,2020-06-15,24
69815,188205,37433.37,14.8,2020-09-21,60
69816,102497,41687.13,10.59,2023-02-25,36
69817,162652,38089.69,12.28,2023-08-11,48
69818,105850,15177.67,8.56,2024-03-10,24
69819,167323,8934.19,6.67,2022-03-21,24
69820,150964,1847.89,8.91,2020-06-23,24
69821,197078,4870.78,12.4,2022-03-29,48
69822,194323,19792.21,17.02,2022-01-18,24
69823,184866,14940.04,13.34,2022-04-13,6
69824,194220,46183.09,14.3,2022-08-31,60
69825,159668,12168.63,11.15,2020-01-08,6
69826,181824,26539.13,13.98,2024-02-19,6
69827,199219,47951.35,9.06,2023-02-24,24
69828,191004,22282.85,18.05,2020-08-03,60
69829,122755,45123.39,8.55,2022-05-04,36
69830,107313,39138.02,12.32,2023-04-29,60
69831,176524,17552.8,19.23,2022-05-18,24
69832,128965,34116.11,10.91,2021-11-16,6
69833,119199,15420.17,15.59,2020-05-28,48
69834,147384,16118.97,14.64,2021-09-30,36
69835,187205,34779.34,14.65,2023-10-04,12
69836,146222,27586.09,12.49,2020-06-26,24
69837,100976,1352.6,8.48,2020-05-26,12
69838,117133,41198.91,8.07,2022-05-19,6
69839,169091,5992.08,10.24,2023-12-09,60
69840,156732,32232.93,17.82,2020-04-03,6
69841,121183,32145.79,16.43,2021-12-16,6
69842,119399,13763.43,19.19,2023-10-01,6
69843,111818,1282.41,15.42,2022-10-27,6
69844,141228,34935.6,11.46,2022-03-12,60
69845,196464,49532.66,7.84,2024-01-07,12
69846,168564,28087.25,8.09,2022-07-12,24
69847,191123,44909.7,8.65,2023-02-14,24
69848,170775,39522.83,8.24,2021-03-06,60
69849,183168,23502.19,12.37,2022-11-06,12
69850,176935,27608.02,10.44,2021-05-29,36
69851,193083,34339.4,9.03,2021-11-09,24
69852,158066,38404.71,8.91,2023-08-20,60
69853,199709,10755.58,9.68,2023-03-08,6
69854,188074,18772.77,11.22,2022-02-25,36
69855,115369,34702.32,15.33,2021-08-08,60
69856,116698,21970.72,16.38,2020-12-15,24
69857,154148,27931.33,18.58,2020-07-17,36
69858,146547,36581.21,13.66,2021-06-28,48
69859,131635,4544.93,6.28,2022-05-24,24
69860,165115,47536.47,15.44,2020-05-16,24
69861,129316,38654.53,6.32,2020-12-17,6
69862,132367,16656.18,5.22,2020-11-22,48
69863,145250,46726.64,11.43,2021-04-13,60
69864,154685,15558.96,8.64,2024-07-13,60
69865,136438,49592.61,17.39,2020-09-27,12
69866,157200,24269.63,19.08,2022-06-02,6
69867,118293,23357.9,8.53,2021-11-15,6
69868,112288,29176.1,16.69,2024-11-11,48
69869,169999,46824.53,7.2,2023-11-03,60
69870,172310,49176.74,17.93,2023-10-03,48
69871,132509,11874.51,11.95,2020-10-15,6
69872,111454,12261.24,8.15,2021-01-11,48
69873,145855,20713.45,6.53,2024-11-14,36
69874,196883,41602.14,13.42,2020-11-03,12
69875,119654,31918.73,5.79,2022-09-12,6
69876,161674,7904.96,15.04,2023-03-05,60
69877,125829,26650.15,15.66,2021-12-24,24
69878,160641,42013.53,15.15,2021-04-11,24
69879,199757,2223.09,13.75,2020-10-20,12
69880,198499,22143.78,10.56,2021-05-03,36
69881,154738,6766.32,6.63,2024-10-22,6
69882,108981,24132.67,6.73,2024-02-20,24
69883,111259,2753.4,7.04,2023-06-05,60
69884,136321,26959.76,13.85,2024-12-27,48
69885,141772,47190.85,17.64,2023-03-16,12
69886,130380,17921.25,7.58,2023-04-02,60
69887,135348,16079.67,10.7,2023-11-12,12
69888,191643,41152.13,15.77,2020-01-24,24
69889,124549,11002.81,14.25,2021-04-01,12
69890,133172,19343.23,13.29,2022-08-28,24
69891,192859,48075.32,12.41,2024-09-17,6
69892,108144,33124.8,6.85,2020-12-02,24
69893,119228,34256.07,10.18,2024-10-19,48
69894,167872,28819.44,6.13,2023-04-01,24
69895,140614,4734.22,12.57,2020-10-10,48
69896,114013,34575.35,16.89,2022-05-05,12
69897,165625,40527.13,18.4,2024-11-28,60
69898,186982,36666.99,11.78,2024-06-29,12
69899,129996,6577.27,9.51,2021-07-16,36
69900,130137,27018.35,6.72,2022-04-08,12
69901,193685,7955.05,17.49,2022-05-29,12
69902,175345,36760.12,18.83,2021-06-30,12
69903,130080,48721.09,13.68,2022-12-27,36
69904,152746,25586.9,5.22,2020-04-15,12
69905,175253,8729.84,15.86,2022-09-16,24
69906,179096,19584.68,18.58,2022-02-11,24
69907,191807,24579.38,7.7,2022-11-13,48
69908,128266,27792.97,10.29,2022-09-17,12
69909,132688,23382.2,8.69,2023-06-24,48
69910,144122,11200.87,8.52,2023-07-27,60
69911,190864,25372.99,6.19,2021-12-07,60
69912,100715,49696.92,14.15,2023-01-07,48
69913,115163,44203.47,8.51,2020-03-20,6
69914,118825,38421.44,9.14,2022-12-03,60
69915,190059,42508.16,18.26,2021-09-12,6
69916,138036,19259.25,7.27,2024-10-25,60
69917,151973,12580.86,6.0,2024-07-11,48
69918,148805,11166.47,12.72,2020-01-11,36
69919,124444,8633.88,17.12,2023-11-27,24
69920,191763,20629.81,10.94,2022-02-25,12
69921,155303,41347.04,5.14,2020-03-26,12
69922,123780,35988.04,6.35,2024-03-04,36
69923,116033,45451.04,15.08,2020-01-04,24
69924,177488,13592.82,17.16,2022-11-17,36
69925,119285,43404.71,11.35,2024-03-16,60
69926,185512,32304.65,7.91,2022-04-09,12
69927,124758,25552.5,9.41,2023-01-08,24
69928,129610,35747.13,10.13,2023-05-10,60
69929,188585,29177.62,14.12,2020-12-30,6
69930,139600,41333.8,11.4,2020-07-17,60
69931,142582,10233.06,5.41,2020-10-10,12
69932,198387,21626.93,11.53,2020-02-14,12
69933,164908,36557.8,10.62,2021-06-09,6
69934,182005,37007.74,10.81,2022-03-09,24
69935,109934,14361.75,8.94,2021-02-04,48
69936,147647,22608.91,5.99,2021-01-28,36
69937,109132,13279.85,10.64,2024-01-29,48
69938,117420,32605.25,15.01,2023-03-24,24
69939,183320,48816.84,5.37,2021-03-04,6
69940,136248,25108.3,15.11,2020-11-24,36
69941,153972,27352.73,10.39,2023-01-21,48
69942,160355,30253.35,17.16,2020-04-30,36
69943,155310,47130.67,7.43,2023-11-02,36
69944,166260,44942.99,8.52,2024-10-16,36
69945,132955,29226.34,16.27,2021-07-22,6
69946,188297,20551.07,17.85,2024-11-18,60
69947,163348,32325.42,15.37,2020-07-04,12
69948,196007,10196.36,12.58,2023-03-16,36
69949,153982,38457.73,16.59,2022-04-19,48
69950,135540,10785.06,11.56,2023-07-07,12
69951,152852,31518.77,19.95,2020-08-05,24
69952,119323,12972.19,5.12,2022-07-17,36
69953,166674,48196.0,6.18,2020-07-13,6
69954,107211,31888.52,16.03,2023-04-22,12
69955,157547,45967.75,15.71,2023-03-27,12
69956,189560,43250.23,10.7,2022-09-09,24
69957,147003,35085.14,17.63,2023-12-11,60
69958,132148,30259.33,17.87,2022-10-05,12
69959,124936,45811.78,8.89,2024-06-09,36
69960,198517,26307.67,18.44,2020-10-08,6
69961,183768,40570.71,19.46,2020-12-27,6
69962,160726,8027.61,10.08,2023-04-18,6
69963,166141,25961.7,6.36,2024-10-02,24
69964,115424,23604.36,17.32,2022-04-15,36
69965,116749,20403.61,13.21,2020-02-20,36
69966,183148,11255.86,13.55,2023-05-15,36
69967,133666,8857.84,16.6,2023-01-19,48
69968,128858,44494.86,12.93,2020-01-06,48
69969,143731,27035.41,7.36,2023-05-14,24
69970,127640,49215.01,9.5,2022-01-04,6
69971,121764,4848.1,14.03,2021-08-22,36
69972,147937,40215.95,10.72,2020-02-16,48
69973,116473,5386.71,11.72,2022-01-27,36
69974,150140,4142.15,9.75,2024-01-06,48
69975,156209,16164.07,17.3,2024-06-17,24
69976,167976,45853.69,7.68,2021-12-10,6
69977,113461,47205.82,14.17,2023-02-21,12
69978,105563,13515.34,19.36,2024-03-31,6
69979,111403,28337.15,12.47,2023-04-11,48
69980,182212,6017.77,9.37,2021-06-04,48
69981,126065,44888.29,10.4,2020-04-17,6
69982,148374,5636.79,18.38,2023-08-08,12
69983,176897,8780.34,19.71,2023-04-24,12
69984,186185,14551.46,8.76,2021-03-25,60
69985,105429,13167.78,8.82,2021-09-13,48
69986,158793,21924.69,12.9,2021-10-06,48
69987,109282,6691.26,11.1,2022-03-20,60
69988,155351,16382.39,8.52,2022-05-06,24
69989,177357,38519.86,16.56,2022-10-21,48
69990,151767,20485.48,11.67,2020-10-06,12
69991,108342,42660.61,13.86,2021-02-24,36
69992,114653,15161.29,11.33,2023-10-01,48
69993,164652,23069.33,9.61,2023-08-25,6
69994,105434,20258.68,6.65,2023-09-16,24
69995,166519,27792.31,12.79,2024-11-11,60
69996,167355,48855.12,9.81,2021-11-14,24
69997,182896,6293.04,7.48,2022-08-22,36
69998,106460,49763.05,5.97,2020-09-16,6
69999,113916,11266.39,15.6,2022-09-19,60
70000,184491,9605.88,17.2,2020-01-10,36
70001,109378,35141.96,15.16,2021-01-24,6
70002,168975,39567.0,8.83,2022-04-21,24
70003,127140,20996.46,10.48,2021-10-06,12
70004,156385,37215.49,18.3,2024-06-20,48
70005,116213,21881.51,19.38,2021-08-26,6
70006,195424,36265.48,5.57,2021-09-19,12
70007,138252,40706.14,17.06,2021-04-25,36
70008,156689,34787.59,8.37,2022-03-19,36
70009,128328,18880.62,5.96,2024-05-31,24
70010,199076,4638.39,16.32,2021-09-29,12
70011,145909,20542.34,13.42,2022-03-04,60
70012,191276,16142.05,19.29,2024-08-11,60
70013,163823,41182.24,12.08,2024-12-06,60
70014,104953,41985.14,5.09,2024-06-25,12
70015,170130,16135.0,14.78,2021-11-27,60
70016,108840,25529.75,13.73,2020-03-31,6
70017,192335,18671.62,14.36,2021-01-01,24
70018,170482,48494.3,8.74,2020-11-08,36
70019,174787,30649.98,13.01,2024-09-19,36
70020,166523,43406.08,6.9,2020-02-20,60
70021,184110,27401.99,15.12,2024-08-04,24
70022,137391,12372.19,10.11,2024-10-06,36
70023,183705,17238.95,17.82,2024-05-25,36
70024,109719,27621.45,12.66,2020-12-02,24
70025,106149,22398.61,7.25,2022-11-09,6
70026,194791,40820.65,18.94,2024-03-04,60
70027,155968,5181.19,12.55,2020-04-12,6
70028,145279,12878.12,7.49,2023-12-09,6
70029,101901,47311.53,5.61,2023-10-26,24
70030,118787,32636.65,18.08,2022-03-12,12
70031,184905,40170.34,9.16,2021-11-17,24
70032,191119,49720.71,19.2,2024-01-26,6
70033,170691,36707.41,10.21,2022-12-10,60
70034,125121,1911.8,5.3,2024-06-10,12
70035,106017,14396.35,6.55,2020-06-22,60
70036,190636,35069.29,18.83,2024-06-26,36
70037,112202,43410.82,17.3,2024-02-27,60
70038,175465,47202.65,10.83,2021-04-28,12
70039,166616,3810.8,14.21,2022-04-23,24
70040,102021,3533.89,12.91,2023-10-16,12
70041,156326,32188.59,16.39,2020-01-02,48
70042,111379,33622.66,18.99,2021-09-08,6
70043,100770,22758.43,12.96,2022-09-29,48
70044,187706,47514.62,16.79,2021-12-29,6
70045,109933,44432.37,19.73,2023-04-22,36
70046,128981,21271.31,18.79,2022-01-24,12
70047,112381,28338.56,13.54,2021-11-04,12
70048,107359,41177.99,8.22,2020-10-31,60
70049,156097,30672.24,17.28,2021-07-26,60
70050,123830,10584.69,10.74,2021-08-07,60
70051,146134,14961.92,16.77,2022-04-07,24
70052,145072,13383.53,9.31,2023-05-25,6
70053,191470,22418.21,15.37,2023-10-20,24
70054,176861,35968.8,18.82,2024-09-02,60
70055,188700,24025.49,15.36,2021-05-09,36
70056,110988,47539.31,14.89,2020-04-02,60
70057,134364,44977.6,7.84,2024-08-18,48
70058,192092,34205.62,6.75,2023-10-30,36
70059,174283,3217.43,6.28,2020-10-01,36
70060,177692,16350.8,7.86,2024-04-02,60
70061,111763,41352.79,13.36,2021-10-30,6
70062,193171,9335.22,12.85,2021-08-28,24
70063,137122,44649.53,7.68,2022-02-26,60
70064,182754,33189.36,5.96,2021-10-17,48
70065,142607,34061.82,12.94,2023-03-26,6
70066,174594,8140.47,17.56,2024-08-24,6
70067,198279,31484.74,19.42,2020-05-12,12
70068,182823,42747.0,15.77,2023-07-31,6
70069,127033,22701.45,10.92,2020-12-16,48
70070,149294,2842.96,12.74,2023-06-23,36
70071,189806,26206.72,15.2,2023-11-22,36
70072,185310,37725.32,14.08,2022-10-25,60
70073,160039,23197.01,9.63,2021-12-27,60
70074,164457,18493.3,16.82,2021-05-20,60
70075,102759,40881.0,14.84,2023-04-19,36
70076,160693,12392.81,11.87,2021-04-20,60
70077,177617,3736.31,15.52,2023-11-27,48
70078,173355,46896.48,7.14,2022-05-19,12
70079,128309,26125.95,15.63,2024-09-29,12
70080,175449,11387.86,10.28,2021-03-24,48
70081,135921,48162.75,15.48,2020-04-12,12
70082,194226,47856.98,14.1,2024-02-05,60
70083,122896,41320.55,15.94,2023-12-30,36
70084,108649,32126.15,19.71,2021-08-01,48
70085,163506,33994.42,16.47,2023-04-07,48
70086,158620,38545.79,18.88,2024-07-10,36
70087,173067,1638.03,6.38,2022-08-08,48
70088,187232,21875.86,11.45,2020-03-18,6
70089,189365,21415.82,10.63,2022-06-03,24
70090,179504,26841.7,14.54,2020-12-26,36
70091,139970,15673.18,12.72,2024-05-21,48
70092,167144,10815.5,14.24,2023-08-11,6
70093,136662,4940.32,17.29,2024-12-06,36
70094,150248,10553.92,11.06,2023-05-15,12
70095,149778,34752.07,5.33,2022-05-06,12
70096,132077,25179.09,9.11,2022-08-02,12
70097,153869,46583.82,13.96,2022-08-10,48
70098,129863,11170.71,5.69,2023-12-06,12
70099,129399,21142.11,15.21,2020-03-18,12
70100,185331,14402.95,13.4,2020-09-03,12
70101,167680,5970.54,18.41,2020-12-05,12
70102,100899,4003.88,14.76,2024-08-17,60
70103,166233,37100.69,15.98,2024-04-25,48
70104,143890,49220.86,8.56,2021-02-27,48
70105,185975,25027.94,19.9,2023-06-16,36
70106,139999,1636.88,12.99,2023-05-23,48
70107,194303,44103.24,18.32,2021-11-08,24
70108,144577,7252.21,19.11,2023-03-23,12
70109,152592,7499.76,14.12,2022-06-19,24
70110,136184,4726.61,11.56,2022-03-06,48
70111,176778,4376.52,15.03,2024-08-22,60
70112,106594,36283.77,11.57,2024-05-06,60
70113,146982,12101.69,11.41,2022-01-22,48
70114,106377,15224.13,10.03,2020-09-19,48
70115,163138,22542.98,12.93,2020-05-13,48
70116,117176,14975.27,18.98,2023-06-15,24
70117,126651,13973.99,18.17,2024-12-09,12
70118,156900,13550.11,18.75,2022-07-07,36
70119,150074,28027.34,6.69,2024-08-02,6
70120,101481,17851.03,6.4,2021-09-19,6
70121,156139,35677.99,14.74,2022-03-10,48
70122,140273,20080.98,12.85,2022-04-12,60
70123,108933,19519.2,8.88,2021-04-24,36
70124,183953,44266.91,8.99,2024-05-03,48
70125,199749,17228.98,16.51,2020-02-29,12
70126,157718,42557.99,16.52,2020-12-04,24
70127,105768,40025.64,13.03,2022-09-07,12
70128,125199,35887.39,9.83,2022-10-09,36
70129,171978,16088.12,10.63,2020-11-12,60
70130,174776,26740.7,14.01,2022-05-22,6
70131,100605,3518.27,19.51,2020-05-21,12
70132,151265,2834.44,6.63,2022-12-26,48
70133,168112,8414.56,16.72,2023-09-27,12
70134,105740,24870.58,8.53,2024-04-16,60
70135,154662,41450.16,12.86,2024-09-17,60
70136,149429,32404.72,13.03,2020-05-10,6
70137,118441,21964.57,15.46,2024-12-27,24
70138,197625,23059.92,14.31,2020-04-06,12
70139,199468,49565.62,19.01,2020-02-27,12
70140,194235,20020.95,10.25,2022-04-23,6
70141,168707,16764.85,9.24,2023-08-07,12
70142,105306,20264.06,14.5,2021-05-01,6
70143,181674,47427.18,18.57,2022-08-15,60
70144,106536,4164.3,9.54,2021-06-08,36
70145,178672,31947.67,17.91,2023-09-02,24
70146,148438,43870.7,7.43,2024-03-02,24
70147,198564,26489.97,14.6,2023-03-25,48
70148,131812,18904.38,5.44,2020-01-17,60
70149,128709,18101.57,14.13,2022-09-24,48
70150,170721,4260.15,14.99,2020-03-06,12
70151,162938,27277.98,16.96,2022-11-23,36
70152,152717,41211.84,17.57,2023-07-15,48
70153,120946,37848.37,10.95,2023-10-03,60
70154,122591,18365.25,13.17,2020-01-11,12
70155,184714,44219.66,17.89,2022-05-21,60
70156,132408,8315.2,10.16,2023-11-15,48
70157,109395,41891.23,14.55,2022-10-28,48
70158,115013,43705.49,15.56,2022-02-02,6
70159,106988,40024.41,8.82,2021-11-27,12
70160,151164,47332.1,6.25,2021-01-15,12
70161,159154,46833.81,13.57,2023-05-12,36
70162,155394,1864.61,7.51,2022-11-04,6
70163,193720,26158.54,16.9,2021-04-04,24
70164,124879,7974.4,16.9,2024-02-11,48
70165,117480,46882.78,14.09,2020-10-21,36
70166,112220,25632.32,7.7,2022-06-16,24
70167,111810,25168.01,8.47,2023-11-19,60
70168,162386,32223.84,9.72,2022-12-26,24
70169,133934,9376.42,17.39,2020-10-23,6
70170,137077,30849.92,13.49,2022-05-10,24
70171,124268,19201.79,6.71,2021-06-24,60
70172,138301,27546.9,9.39,2023-03-08,6
70173,140852,45702.99,18.4,2023-01-16,36
70174,105848,49214.88,17.77,2024-05-08,60
70175,141304,7658.67,17.51,2020-04-27,24
70176,199047,21879.71,17.6,2021-07-29,36
70177,102541,10730.21,11.81,2024-03-25,48
70178,187720,38236.64,11.16,2020-12-29,48
70179,159266,9600.45,16.87,2021-08-01,24
70180,133916,16214.34,12.23,2022-04-30,24
70181,146315,30951.98,8.52,2024-02-08,12
70182,194062,18032.06,10.05,2024-10-04,48
70183,141616,23106.92,17.82,2020-10-30,60
70184,170248,3830.67,15.1,2023-04-25,48
70185,180215,23991.33,14.05,2020-09-03,36
70186,117159,26020.05,5.29,2021-09-19,48
70187,115880,40253.92,6.25,2020-08-01,48
70188,132270,21078.37,11.29,2022-07-01,48
70189,138975,14461.61,19.68,2021-05-14,24
70190,110199,47175.71,18.17,2023-06-26,6
70191,197969,19683.32,19.68,2021-11-14,6
70192,145557,6750.24,9.6,2022-06-29,12
70193,159003,41236.14,7.76,2020-09-21,24
70194,139946,6956.03,7.9,2020-05-28,6
70195,108798,24477.82,6.73,2024-01-11,48
70196,128279,43699.62,19.99,2023-12-29,24
70197,198733,39940.13,14.15,2022-04-09,24
70198,160716,34408.96,8.66,2022-02-17,60
70199,141964,28254.68,13.13,2020-12-24,60
70200,167148,41645.78,5.14,2020-02-21,48
70201,143322,3531.37,14.65,2023-10-11,24
70202,192312,48681.09,10.16,2020-02-16,36
70203,159531,1331.25,6.58,2024-06-16,24
70204,126196,26434.23,19.03,2022-12-11,6
70205,169847,11780.43,19.57,2024-05-16,60
70206,186385,44412.45,10.53,2022-12-08,12
70207,158315,45598.63,6.11,2022-11-06,36
70208,164804,13498.58,5.78,2020-11-11,36
70209,118672,47691.27,7.02,2023-04-01,12
70210,126134,35499.72,19.4,2021-04-07,48
70211,167904,45095.97,7.94,2021-04-09,12
70212,184012,33383.17,15.38,2020-09-01,12
70213,124137,49281.41,10.32,2023-02-14,60
70214,112901,14990.26,14.7,2024-12-02,12
70215,173647,5849.62,7.35,2024-10-07,24
70216,100283,36128.58,12.58,2023-10-04,36
70217,114208,28369.55,11.3,2020-07-27,24
70218,142994,41459.81,18.69,2024-11-14,60
70219,160999,24928.42,7.6,2021-05-11,36
70220,191926,45880.18,12.08,2023-03-30,36
70221,146291,25769.79,15.79,2020-10-11,36
70222,141631,42180.76,15.33,2021-01-19,24
70223,184054,41103.43,9.94,2023-07-30,6
70224,156326,15925.7,11.43,2021-03-08,6
70225,167018,30979.06,14.64,2021-06-16,12
70226,122710,16537.25,17.94,2020-02-27,24
70227,139309,28414.31,16.03,2022-07-06,12
70228,132781,34836.9,9.48,2022-04-12,6
70229,106243,39241.86,9.79,2024-09-03,24
70230,149907,32429.3,5.04,2024-02-11,60
70231,108360,48262.06,11.22,2020-05-13,12
70232,115706,18435.59,18.99,2021-12-15,48
70233,170360,21817.99,12.53,2021-03-01,36
70234,149391,28127.5,9.29,2021-02-01,36
70235,135055,30899.43,16.11,2021-11-25,48
70236,115068,25657.11,5.52,2024-06-02,24
70237,199613,15251.06,16.46,2021-08-16,60
70238,188398,11671.52,16.88,2022-09-12,36
70239,113877,33795.45,9.05,2020-09-20,12
70240,116826,45721.4,16.75,2023-06-21,6
70241,141684,43589.65,9.29,2023-07-18,6
70242,117291,30303.85,15.47,2023-11-23,6
70243,126993,12238.15,11.93,2021-11-23,36
70244,158487,47296.59,10.68,2022-01-07,12
70245,124650,21998.56,14.75,2023-11-02,36
70246,102470,5341.28,7.98,2021-08-10,36
70247,165605,33868.91,6.68,2024-04-27,48
70248,115170,46257.4,10.58,2021-09-27,60
70249,186760,8852.64,6.81,2020-02-02,6
70250,139182,28247.94,9.02,2022-05-18,48
70251,145025,35024.62,13.61,2020-06-29,12
70252,157475,6976.22,7.27,2023-12-05,36
70253,191233,19587.86,9.91,2021-07-30,24
70254,112389,32547.79,12.78,2023-01-31,36
70255,189515,46531.85,8.32,2024-07-30,60
70256,183048,14553.66,15.26,2020-10-19,24
70257,166133,3283.38,8.75,2023-06-10,60
70258,138329,34664.45,16.52,2024-05-23,6
70259,108863,21140.62,10.72,2024-01-16,12
70260,153882,45828.89,18.87,2024-06-03,36
70261,186939,12190.71,11.33,2021-01-14,36
70262,138873,4668.91,13.37,2020-10-14,12
70263,120099,34583.11,8.99,2023-11-13,6
70264,185257,47216.83,6.11,2022-07-23,12
70265,102899,28416.46,11.67,2023-03-11,12
70266,151460,24041.93,13.0,2024-12-19,12
70267,131696,12622.81,14.1,2022-04-16,24
70268,195665,5975.74,19.72,2023-05-30,24
70269,118847,42041.92,9.98,2022-11-07,36
70270,187394,17057.62,17.37,2021-11-09,24
70271,144492,7463.77,17.94,2023-01-18,24
70272,135516,20885.15,14.19,2023-02-12,48
70273,138272,39529.72,14.91,2020-08-31,60
70274,176318,23621.93,18.45,2021-09-02,12
70275,113586,18065.46,14.66,2021-04-14,24
70276,111222,14391.11,8.77,2021-01-23,12
70277,193493,25007.3,15.47,2022-09-17,48
70278,196127,29685.92,13.4,2023-07-10,24
70279,156225,4875.91,7.95,2023-03-20,36
70280,126287,25818.8,10.81,2024-03-31,60
70281,147919,5402.13,5.85,2020-03-27,12
70282,178267,17914.07,9.8,2023-09-18,48
70283,157515,25300.2,9.08,2022-10-07,48
70284,129601,23381.69,9.79,2022-03-03,6
70285,193149,4079.79,10.71,2024-02-16,24
70286,119785,15963.69,19.67,2020-02-01,12
70287,156907,18857.71,14.18,2022-09-04,36
70288,199531,24202.85,14.24,2024-10-25,36
70289,184336,38339.69,18.16,2023-09-30,60
70290,180765,3168.43,7.3,2024-08-31,36
70291,166257,27333.77,10.38,2021-05-25,6
70292,110520,37151.42,15.03,2024-08-09,36
70293,132432,17361.87,13.08,2024-08-22,60
70294,125654,18872.73,18.16,2022-11-25,24
70295,193496,27610.62,5.77,2020-11-01,60
70296,176693,49113.75,5.64,2023-03-22,48
70297,111741,3790.63,13.7,2020-07-04,24
70298,191647,25519.85,12.7,2023-02-21,36
70299,108604,19232.54,14.9,2021-09-18,48
70300,196303,35544.74,5.9,2021-05-29,48
